City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Rosario,AR,-32.9468,-60.6393,66.0,82,0,2.3,clear sky
348,Senanga,ZM,-16.1167,23.2667,61.11,81,80,2.3,broken clouds
349,Tazovskiy,RU,67.4667,78.7,31.87,99,100,10.87,snow
350,Guilin,CN,25.2819,110.2864,62.6,94,90,2.24,overcast clouds
351,Jizan,SA,17.3333,42.6667,82.4,74,20,1.81,few clouds
352,Great Falls,US,47.5002,-111.3008,32.0,86,90,6.91,light snow
353,Broken Hill,AU,-31.95,141.4333,64.4,45,96,11.5,overcast clouds
354,Kichmengskiy Gorodok,RU,59.9816,45.7854,43.79,90,100,7.74,overcast clouds
355,Bonavista,CA,48.6499,-53.1147,32.0,93,7,2.3,clear sky
356,Priargunsk,RU,50.3691,119.1012,40.57,34,100,7.56,overcast clouds
357,Torres,BR,-29.3353,-49.7269,64.94,81,97,6.93,overcast clouds
358,Qui Nhon,VN,13.7667,109.2333,82.76,68,59,9.82,broken clouds
359,Bayangol,RU,50.6977,103.4656,31.93,38,100,8.97,overcast clouds
360,Savinskiy,RU,62.9342,40.1361,29.88,90,31,5.17,scattered clouds
361,Lincoln,US,40.8,-96.667,43.0,49,1,6.91,clear sky
362,Rorvik,NO,64.8621,11.2373,40.35,89,100,21.18,light rain
363,Victoria Point,AU,-27.5833,153.3,77.0,61,20,10.36,few clouds
364,Kamaishi,JP,39.2667,141.8833,50.0,50,75,12.66,broken clouds
365,Mar Del Plata,AR,-38.0023,-57.5575,64.0,88,0,5.75,clear sky
366,Kungurtug,RU,50.5994,97.5228,32.13,75,94,17.69,light snow
367,Axim,GH,4.8699,-2.2405,79.61,85,100,6.76,overcast clouds
368,Sao Felix Do Xingu,BR,-6.6447,-51.995,72.16,97,100,1.28,overcast clouds
369,Port Hawkesbury,CA,45.6169,-61.3485,33.01,86,1,3.44,clear sky
370,Laguna,US,38.421,-121.4238,68.0,37,1,13.8,clear sky
371,Narrabri,AU,-30.3167,149.7833,80.6,26,90,9.22,overcast clouds
372,Grand Baie,MU,-20.0182,57.5802,75.0,87,81,4.0,light rain
373,Katherine,AU,-14.4667,132.2667,91.4,38,41,6.91,scattered clouds
374,Antofagasta,CL,-23.65,-70.4,62.6,77,75,10.36,broken clouds
375,Roma,US,43.2128,-75.4557,53.6,50,90,5.75,overcast clouds
376,Gamba,GA,-2.65,10.0,74.75,86,100,4.0,overcast clouds
377,El Retorno,CO,2.3302,-72.6276,71.26,96,95,0.72,overcast clouds
378,Molteno,ZA,-31.3968,26.3625,55.81,45,13,1.92,few clouds
379,Tuatapere,NZ,-46.1333,167.6833,63.0,71,100,5.01,overcast clouds
380,Kursavka,RU,44.4564,42.5093,35.6,100,48,8.95,scattered clouds
381,Kayerkan,RU,69.3497,87.7602,11.64,91,100,10.07,light snow
382,Comodoro Rivadavia,AR,-45.8667,-67.5,59.0,38,0,14.97,clear sky
383,Aykhal,RU,66.0,111.5,20.64,85,95,6.55,overcast clouds
384,Santo Tomas,PH,14.1079,121.1414,89.01,66,75,8.05,broken clouds
385,Eselnita,RO,44.6992,22.3622,36.61,92,70,9.75,broken clouds
386,Tigil,RU,57.8,158.6667,33.51,100,100,10.49,light snow
387,General Roca,AR,-39.0333,-67.5833,55.4,67,0,10.09,clear sky
388,San Quintin,MX,30.4833,-115.95,56.3,72,87,16.15,overcast clouds
389,Kieta,PG,-6.2167,155.6333,82.78,78,100,7.63,light rain
390,Salto,UY,-31.3833,-57.9667,68.0,92,7,5.37,clear sky
391,Carballo,ES,43.213,-8.691,51.01,71,0,2.3,clear sky
392,Huilong,CN,31.8111,121.655,54.14,62,100,14.7,overcast clouds
393,Takaka,NZ,-40.85,172.8,61.0,87,58,1.99,light rain
394,Misratah,LY,32.3754,15.0925,59.74,76,98,6.82,overcast clouds
395,Port Hedland,AU,-20.3167,118.5667,86.0,45,48,16.11,scattered clouds
396,Wisla,PL,49.6563,18.8591,34.0,36,100,5.01,light snow
397,Datong,CN,40.0936,113.2914,57.33,15,1,31.41,clear sky
398,Kalmunai,LK,7.4167,81.8167,82.56,72,86,6.31,overcast clouds
399,Envira,BR,-7.3,-70.2167,72.18,93,88,2.15,overcast clouds
400,Usinsk,RU,65.9939,57.5281,31.03,74,100,20.31,overcast clouds
401,Pitimbu,BR,-7.4706,-34.8086,77.0,100,20,4.61,few clouds
402,Conakry,GN,9.538,-13.6773,77.97,74,98,6.26,light rain
403,Kiunga,PG,-6.1219,141.2906,90.79,46,57,3.56,broken clouds
404,Flinders,AU,-34.5833,150.8552,77.0,40,0,7.0,clear sky
405,Maraa,BR,-1.8333,-65.3667,72.28,99,100,2.13,overcast clouds
406,Kyshtovka,RU,56.555,76.6271,40.08,99,100,7.11,overcast clouds
407,Tsubata,JP,36.6667,136.7333,57.0,47,6,8.01,clear sky
408,Panzhihua,CN,26.5851,101.7128,70.0,30,3,0.72,clear sky
409,Priiskovyy,RU,51.9333,116.6333,39.07,25,100,5.66,overcast clouds
410,Dongying,CN,37.4564,118.4856,67.46,33,83,15.57,broken clouds
411,Baherden,TM,38.4362,57.4316,66.02,28,51,0.81,broken clouds
412,Kropotkin,RU,45.4375,40.5756,44.46,91,14,5.26,few clouds
413,Saint-Leu,RE,-21.15,55.2833,75.2,78,0,5.75,clear sky
414,Mangan,IN,27.5167,88.5333,79.41,31,23,5.19,few clouds
415,Paamiut,GL,61.994,-49.6678,23.47,77,57,27.83,broken clouds
416,Adamovka,RU,51.5223,59.9396,43.95,64,1,6.31,clear sky
417,La Palma,US,33.8464,-118.0467,59.0,67,75,9.22,broken clouds
418,Port-Gentil,GA,-0.7193,8.7815,81.01,78,100,3.0,overcast clouds
419,Gorele,TR,41.0308,39.0031,51.8,76,0,2.3,clear sky
420,Umm Lajj,SA,25.0213,37.2685,72.73,53,0,9.19,clear sky
421,Moron,AR,-34.6534,-58.6198,69.01,86,0,4.76,clear sky
422,Tocopilla,CL,-22.092,-70.1979,67.08,70,10,5.97,clear sky
423,Cangzhou,CN,38.3167,116.8667,69.96,35,23,21.09,few clouds
424,Hare Bay,CA,48.8499,-54.0148,30.2,93,13,2.3,few clouds
425,Mecca,SA,21.4267,39.8261,75.54,40,61,0.36,broken clouds
426,Sayyan,YE,15.1718,44.3244,56.91,67,44,1.48,scattered clouds
427,Amurrio,ES,43.05,-3.0,42.01,93,0,2.3,clear sky
428,Sena Madureira,BR,-9.0656,-68.6569,74.08,90,98,2.66,overcast clouds
429,Luebo,CD,-5.35,21.4167,64.47,98,100,1.43,overcast clouds
430,Nabire,ID,-3.3667,135.4833,88.43,57,83,4.34,broken clouds
431,Elizabeth City,US,36.2946,-76.2511,61.0,88,90,5.75,moderate rain
432,Acajutla,SV,13.5928,-89.8275,75.0,87,97,1.01,overcast clouds
433,Naze,JP,28.3667,129.4833,69.8,60,75,10.36,broken clouds
434,Akot,IN,21.0964,77.0586,84.11,32,0,3.89,clear sky
435,Mandalgovi,MN,45.7625,106.2708,30.16,34,1,23.33,clear sky
436,Khonsa,IN,27.0167,95.5667,82.74,25,92,4.07,overcast clouds
437,Bardiyah,LY,31.7561,25.0865,65.35,44,9,4.47,clear sky
438,Neiafu,TO,-18.65,-173.9833,82.4,69,40,4.61,scattered clouds
439,Svetlogorsk,BY,52.6333,29.7333,46.83,88,100,5.97,overcast clouds
440,Port Macquarie,AU,-31.4333,152.9167,81.0,45,11,1.99,few clouds
441,Kautokeino,NO,69.0125,23.0412,26.1,77,100,20.2,overcast clouds
442,Baruun-Urt,MN,46.6806,113.2792,30.99,77,100,28.21,light snow
443,Pozoblanco,ES,38.3791,-4.8483,55.4,94,75,1.05,mist
444,Atar,MR,20.5169,-13.0499,74.68,23,91,9.35,overcast clouds
445,Waitati,NZ,-45.75,170.5667,61.0,79,7,8.99,clear sky
446,Arrecife,ES,28.963,-13.5477,68.0,77,40,6.91,scattered clouds
447,Cockburn Town,TC,21.4612,-71.1419,74.03,64,2,12.68,clear sky
448,Liyang,CN,29.7057,118.2862,66.99,84,100,1.74,overcast clouds
449,Lodja,CD,-3.4833,23.4333,66.42,99,90,1.79,overcast clouds
450,Dmitriyevka,RU,54.75,55.3333,39.2,81,0,4.47,clear sky
451,Quatre Cocos,MU,-20.2078,57.7625,77.0,88,75,2.3,light rain
452,Nioro,GM,13.35,-15.75,76.24,46,0,6.22,clear sky
453,Abnub,EG,27.2696,31.1511,57.2,62,0,6.78,clear sky
454,Maniitsoq,GL,65.4167,-52.9,20.03,82,100,19.28,overcast clouds
455,Kununurra,AU,-15.7667,128.7333,91.4,29,14,4.61,few clouds
456,Dawlatabad,AF,36.4141,64.9053,63.82,30,99,1.5,overcast clouds
457,Yabrud,SY,33.9674,36.6574,51.01,45,50,5.99,scattered clouds
458,Tevriz,RU,57.509,72.4042,48.61,85,62,7.49,broken clouds
459,Bilibino,RU,68.0546,166.4372,14.49,67,1,3.58,clear sky
460,Pampa,US,35.5362,-100.9599,51.8,61,90,13.8,overcast clouds
461,San Felipe,VE,10.3399,-68.7425,75.33,86,100,4.61,overcast clouds
462,Jishou,CN,28.3167,109.7167,65.95,75,100,2.28,overcast clouds
463,Taltal,CL,-25.4,-70.4833,63.61,79,9,3.91,clear sky
464,Garden City,US,42.3256,-83.331,44.01,52,40,9.22,scattered clouds
465,Egvekinot,RU,66.3167,-179.1667,14.95,78,13,1.03,few clouds
466,Baykit,RU,61.67,96.37,27.0,75,99,8.25,overcast clouds
467,Toowoomba,AU,-27.55,151.9667,75.2,41,0,6.91,clear sky
468,Winnemucca,US,40.973,-117.7357,50.0,32,75,9.22,broken clouds
469,Yerbogachen,RU,61.2767,108.0108,29.19,68,38,8.14,scattered clouds
470,Joigny,FR,47.9829,3.401,30.99,86,0,9.22,clear sky
471,Port Blair,IN,11.6667,92.75,85.32,66,100,1.66,overcast clouds
472,Marsaxlokk,MT,35.8419,14.5431,57.0,82,0,3.44,clear sky
473,Mount Isa,AU,-20.7333,139.5,93.2,24,0,6.91,clear sky
474,Barreirinhas,BR,-2.7469,-42.8264,75.92,93,99,6.08,overcast clouds
475,Kostino,RU,58.9097,53.2691,46.09,87,9,6.67,clear sky
476,Katangli,RU,51.7102,143.2326,29.34,73,99,16.37,light snow
477,Buraydah,SA,26.326,43.975,64.4,36,0,5.75,clear sky
478,Praia,CV,14.9215,-23.5087,71.6,64,0,16.11,clear sky
479,Chabahar,IR,25.2919,60.643,80.96,57,36,5.61,scattered clouds
480,Juneau,US,58.3019,-134.4197,42.8,81,90,3.2,light rain
481,Rocha,UY,-34.4833,-54.3333,57.74,93,48,6.02,scattered clouds
482,Husavik,IS,66.0449,-17.3389,39.2,75,75,4.61,broken clouds
483,Straumen,NO,63.8709,11.2999,39.99,93,40,5.75,scattered clouds
484,Ostrovnoy,RU,68.0531,39.5131,26.13,84,84,26.02,broken clouds
485,Safaga,EG,26.7292,33.9365,66.2,24,0,4.61,clear sky
486,Nouadhibou,MR,20.931,-17.0347,66.2,88,40,23.02,scattered clouds
487,Blagoveshchensk,RU,50.2667,127.5333,42.8,28,0,6.71,clear sky
488,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,76.5,87,41,6.08,moderate rain
489,Shahrud,IR,36.4182,54.9763,59.94,45,100,6.46,overcast clouds
490,Port Augusta,AU,-32.5,137.7667,68.0,40,64,9.22,broken clouds
491,Skeldon,GY,5.8833,-57.1333,75.87,92,99,4.0,overcast clouds
492,Batagay-Alyta,RU,67.8006,130.4114,11.61,73,22,2.66,few clouds
493,Daitari,IN,21.1,85.75,88.79,28,100,5.14,overcast clouds
494,La Macarena,CO,2.1837,-73.7849,70.48,98,95,0.56,overcast clouds
495,Ribeira Grande,PT,38.5167,-28.7,61.52,89,32,7.63,scattered clouds
496,Gomel,BY,52.4345,30.9754,52.0,93,90,4.47,light rain
497,Humberto De Campos,BR,-2.5983,-43.4611,76.39,93,100,5.39,overcast clouds
498,Nanortalik,GL,60.1432,-45.2371,32.22,90,51,12.21,broken clouds
499,Hualmay,PE,-11.0964,-77.6139,66.56,85,86,7.09,overcast clouds
500,Jalgaon,IN,21.0167,75.5667,85.42,34,0,6.91,clear sky
501,Ottawa,CA,45.4112,-75.6981,52.0,76,20,6.91,few clouds
502,Bac Lieu,VN,9.285,105.7244,87.24,60,83,6.53,broken clouds
503,Fort-Shevchenko,KZ,44.5086,50.263,49.95,91,0,15.23,clear sky
504,Nelson Bay,AU,-32.7167,152.15,77.0,41,0,5.75,clear sky
505,Kitui,KE,-1.367,38.0106,62.83,97,92,3.15,overcast clouds
506,Hunterville,NZ,-39.9333,175.5667,63.0,79,87,8.01,overcast clouds
507,Aborlan,PH,9.4352,118.5492,80.6,83,90,4.61,moderate rain
508,Remedios,CU,22.4947,-79.5458,71.6,83,1,11.5,light rain
509,Tanout,NE,14.9709,8.8879,78.03,6,2,10.89,clear sky
510,Serebryansk,KZ,49.6925,83.2892,39.2,75,2,2.24,clear sky
511,Talara,PE,-4.5772,-81.2719,70.09,80,35,11.3,scattered clouds
512,Kazachinskoye,RU,57.6953,93.2761,33.49,67,97,7.36,overcast clouds
513,Lorengau,PG,-2.0226,147.2712,83.98,70,61,4.79,broken clouds
514,Challans,FR,46.8436,-1.8749,37.4,65,0,8.05,clear sky
515,Pangody,RU,65.85,74.4859,37.65,100,100,20.13,moderate rain
516,Perth,AU,-31.9333,115.8333,73.99,46,20,16.11,few clouds
517,Futtsu,JP,35.3053,139.8186,60.8,29,40,12.66,scattered clouds
518,Thinadhoo,MV,0.5333,72.9333,81.97,64,14,3.11,few clouds
519,Myaundzha,RU,63.0494,147.1858,12.49,75,100,3.87,overcast clouds
520,Massakory,TD,12.996,15.7293,80.19,7,1,9.28,clear sky
521,Mercedes,AR,-34.6515,-59.4307,60.01,90,0,1.01,clear sky
522,Foumban,CM,5.7291,10.9001,65.64,86,100,4.83,overcast clouds
523,Trabzon,TR,40.9167,39.8333,51.8,76,0,2.3,clear sky
524,Bitkine,TD,11.9801,18.2138,80.37,7,43,7.56,scattered clouds
525,Kottayam,IN,9.5833,76.5167,82.4,78,20,2.33,haze
526,Nyrob,RU,60.733,56.7202,44.82,89,80,7.96,broken clouds
527,Viking,CA,53.1001,-111.7684,53.6,20,8,3.44,clear sky
528,Gasa,PS,31.5,34.4667,55.0,71,0,3.44,clear sky
529,Ziyang,CN,29.2497,117.8547,58.89,89,100,2.13,overcast clouds
530,Celadna,CZ,49.5487,18.3376,33.8,100,90,8.05,light snow
531,Asau,RO,46.4333,26.4,39.0,67,100,4.0,overcast clouds
532,Uusikaupunki,FI,60.8004,21.4084,28.4,86,0,2.3,clear sky
533,Puerto Madryn,AR,-42.7692,-65.0385,68.04,45,98,9.64,overcast clouds
534,Whyalla,AU,-33.0333,137.5833,68.0,40,46,9.22,scattered clouds
535,Nunoa,PE,-14.48,-70.6411,38.19,81,55,5.44,broken clouds
536,Ust-Tsilma,RU,65.441,52.1498,32.76,74,97,10.83,overcast clouds
537,Dicabisagan,PH,17.0818,122.4157,85.46,61,11,5.17,few clouds
538,Iqaluit,CA,63.7506,-68.5145,-2.2,71,1,13.8,clear sky
539,Trinidad,BO,-14.8333,-64.9,73.51,88,44,3.0,scattered clouds
540,Witney,GB,51.7836,-1.4854,35.6,80,0,8.05,clear sky
541,Mizan Teferi,ET,6.9833,35.5833,61.95,92,99,3.2,light rain
542,Polunochnoye,RU,60.8697,60.4153,49.95,65,100,13.11,overcast clouds
543,Stephenville,US,32.2207,-98.2023,64.4,72,90,8.05,overcast clouds
544,Labrea,BR,-7.2586,-64.7981,73.47,98,85,2.01,overcast clouds
545,Amahai,ID,-3.3333,128.9167,85.21,62,81,7.74,broken clouds
546,Gillette,US,44.2911,-105.5022,30.2,69,90,9.22,overcast clouds
547,Magdagachi,RU,53.45,125.8,36.43,52,24,4.59,few clouds
548,Maumere,ID,-8.6199,122.2111,84.65,63,54,6.67,broken clouds
549,Camocim,BR,-2.9022,-40.8411,76.19,91,96,9.26,overcast clouds
550,Iracoubo,GF,5.4802,-53.2011,78.01,90,98,7.9,overcast clouds
551,Oranjemund,NA,-28.55,16.4333,76.24,30,0,7.27,clear sky
552,Buala,SB,-8.145,159.5921,84.54,70,41,2.75,light rain
553,Valdez,EC,1.2492,-78.9831,78.4,84,100,10.47,light rain
554,Faya,SA,18.3851,42.4509,62.6,59,0,2.55,clear sky
555,Wucheng,CN,29.6008,118.175,66.99,84,100,1.48,overcast clouds
556,Golyshmanovo,RU,56.3979,68.3728,51.01,86,16,8.86,few clouds
557,Arman,RU,59.7,150.1667,27.01,76,99,9.6,overcast clouds
558,Kathmandu,NP,27.7167,85.3167,64.4,63,20,3.44,mist
559,Barcelos,PT,41.5388,-8.6151,60.01,88,0,6.91,clear sky
560,Muisne,EC,0.6,-80.0333,76.53,85,100,6.2,overcast clouds
561,Vaitape,PF,-16.5167,-151.75,82.18,73,100,11.16,overcast clouds
562,Loganville,US,33.839,-83.9007,64.99,77,90,4.61,overcast clouds
563,Puerto Del Rosario,ES,28.5004,-13.8627,68.0,73,0,6.91,clear sky
564,Estrela,BR,-28.0611,-50.9383,54.57,90,100,6.06,overcast clouds
565,Imbituba,BR,-28.24,-48.6703,66.2,94,0,8.03,clear sky
566,Lazaro Cardenas,MX,17.9583,-102.2,74.66,77,0,4.09,clear sky
567,Maua,BR,-23.6678,-46.4614,63.0,82,0,10.36,clear sky
568,Hailey,US,43.5196,-114.3153,37.4,75,90,8.05,light snow
569,Kabanjahe,ID,3.1001,98.4908,84.2,84,75,6.91,broken clouds
570,San-Pedro,CI,4.7485,-6.6363,79.27,86,97,5.19,overcast clouds
571,Jutai,BR,-5.1833,-68.9,72.59,98,100,3.22,light rain
572,Angoche,MZ,-16.2325,39.9086,73.94,81,58,7.54,broken clouds
573,Jawor,PL,51.0513,16.1935,34.0,74,100,6.38,snow
574,Kaitong,CN,44.8135,123.15,55.54,25,99,14.92,overcast clouds
575,Sambava,MG,-14.2667,50.1667,73.56,90,67,6.11,broken clouds
576,Campbellton,CA,48.0075,-66.6727,35.6,87,1,4.61,clear sky
577,Zyryanovsk,KZ,49.7386,84.2719,33.69,96,64,0.85,broken clouds
578,Birin,NP,26.8865,88.0718,77.27,21,46,5.44,scattered clouds
579,Ranfurly,NZ,-45.1333,170.1,63.0,52,15,1.99,few clouds
580,Santa Luzia,BR,-19.7697,-43.8514,66.2,63,0,4.61,clear sky
581,Sechura,PE,-5.5569,-80.8222,72.23,70,62,14.65,broken clouds
582,Ariquemes,BR,-9.9133,-63.0408,72.39,97,100,1.39,moderate rain
583,Konya,TR,38.1667,32.5,51.8,46,75,6.91,light rain
584,Katsina,NG,12.9894,7.6006,77.97,7,29,9.53,scattered clouds
585,Montepuez,MZ,-13.1256,38.9997,66.04,96,100,6.11,overcast clouds
586,Sabzevar,IR,36.2126,57.6819,65.7,33,92,4.83,overcast clouds
587,Crotone,IT,39.0851,17.1178,47.55,65,83,11.45,broken clouds
588,Alto Araguaia,BR,-17.3147,-53.2153,68.25,57,2,3.49,clear sky
589,Vila Do Maio,CV,15.1333,-23.2167,71.6,64,0,16.11,clear sky
590,Matara,LK,5.9485,80.5353,82.58,75,77,2.3,broken clouds
591,Dong Hoi,VN,17.4833,106.6,83.19,73,64,7.23,broken clouds
592,Dwarka,IN,22.2394,68.9678,81.27,61,34,13.24,scattered clouds
593,Natitingou,BJ,10.3042,1.3796,77.79,41,15,3.2,few clouds
594,Kantilo,IN,20.35,85.1833,82.4,51,75,4.61,haze
595,Miri,MY,4.4148,114.0089,84.2,74,40,3.44,scattered clouds
596,Remerschen,LU,49.4886,6.3517,32.0,86,16,10.36,few clouds
597,Sandominic,RO,46.584,25.7803,39.0,67,100,3.87,overcast clouds
598,Tukrah,LY,32.5341,20.5791,59.47,80,100,10.85,overcast clouds
599,Tarakan,ID,3.3,117.6333,80.6,83,75,4.61,light rain
600,Aswan,EG,24.0934,32.907,70.97,20,0,8.39,clear sky
601,Sorland,NO,67.667,12.6934,41.05,82,100,24.43,overcast clouds
602,Kemijarvi,FI,66.7131,27.4306,26.4,84,27,7.52,scattered clouds
603,Kattivakkam,IN,13.2167,80.3167,75.2,83,75,6.69,moderate rain
604,Alamogordo,US,32.8995,-105.9603,73.99,15,1,10.36,clear sky
605,Yekepa,LR,7.5753,-8.5419,69.62,98,100,0.89,overcast clouds
606,Stolin,BY,51.8912,26.846,43.56,96,100,3.22,overcast clouds
607,Maradi,NE,13.5,7.1017,78.1,7,12,10.56,few clouds
608,Mount Pleasant,US,32.7941,-79.8626,71.01,94,100,11.5,overcast clouds
609,Lazarev,RU,52.225,141.5131,29.21,70,100,14.47,light snow
610,Santa Cruz,BO,-17.8,-63.1667,73.74,67,57,4.72,broken clouds
611,Hauterive,FR,46.0901,3.4459,32.0,64,0,1.72,clear sky
612,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,76.3,49,31,4.23,scattered clouds
613,Sinnamary,GF,5.3833,-52.95,78.17,90,98,8.43,overcast clouds
614,Broome,US,42.2506,-75.833,52.0,88,98,3.24,overcast clouds
615,Nagua,DO,19.3832,-69.8474,70.02,76,4,6.58,clear sky
616,Falam,MM,22.9167,93.6833,83.48,19,17,1.3,few clouds
617,Tornio,FI,65.8481,24.1466,26.6,74,0,8.05,clear sky
618,Solginskiy,RU,61.05,41.3428,36.48,91,93,6.53,light rain
619,Tuscaloosa,US,33.2098,-87.5692,64.4,88,90,3.06,overcast clouds
620,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,75.0,74,86,1.99,overcast clouds
621,Lodwar,KE,3.1191,35.5973,82.06,51,24,5.1,few clouds
622,Garachine,PA,8.0647,-78.3628,79.57,87,100,3.69,overcast clouds
623,Samandag,TR,36.0842,35.9771,48.2,100,75,2.3,broken clouds
624,Itupiranga,BR,-5.1347,-49.3267,73.51,95,97,2.1,overcast clouds
625,Ciudad Guayana,VE,8.3533,-62.6528,82.0,77,55,1.99,broken clouds
626,Meoqui,MX,28.2833,-105.4833,84.2,7,90,9.22,overcast clouds
627,Ajnala,IN,31.8425,74.7589,75.2,50,75,14.97,heavy intensity rain
628,Evensk,RU,61.95,159.2333,18.99,91,100,14.92,snow
629,Vostok,RU,46.4856,135.8833,37.04,34,2,11.18,clear sky
630,Mhlume,SZ,-26.0333,31.85,64.0,95,22,2.91,few clouds
631,Voloiac,RO,44.6167,23.1,42.01,80,70,1.99,broken clouds
632,Summerville,US,33.0185,-80.1757,72.0,64,20,8.05,few clouds
633,Saint-Francois,FR,46.4154,3.9054,32.0,93,0,2.37,clear sky
634,Along,IN,28.1667,94.7667,78.58,48,94,4.05,overcast clouds
635,Salinas,US,36.6777,-121.6555,57.2,67,90,13.8,overcast clouds
636,Guarapari,BR,-20.6667,-40.4975,73.4,78,0,10.36,clear sky
637,Okulovka,RU,58.4008,33.2908,33.94,89,100,7.16,overcast clouds
638,Waingapu,ID,-9.6567,120.2641,84.13,64,15,5.14,few clouds
639,Inirida,CO,3.8653,-67.9239,72.0,99,100,1.66,overcast clouds
640,Shuyskoye,RU,59.3736,41.0305,41.97,87,100,7.67,overcast clouds
641,Ardon,RU,43.17,44.29,33.8,93,10,4.47,clear sky
642,Puerto Colombia,CO,10.9878,-74.9547,80.6,89,40,10.36,scattered clouds
643,Whitehorse,CA,60.7161,-135.0538,42.8,52,75,17.27,broken clouds
644,Prince Rupert,CA,54.3161,-130.3201,50.0,71,1,5.75,clear sky
645,Talcahuano,CL,-36.7167,-73.1167,55.4,88,0,2.3,clear sky
646,Zhigansk,RU,66.7697,123.3711,23.41,89,100,9.15,overcast clouds
647,Khipro,PK,25.8285,69.3772,80.42,59,0,14.92,clear sky
648,Altagracia De Orituco,VE,9.8601,-66.3814,75.2,86,99,2.64,overcast clouds
649,Mumbwa,ZM,-14.9783,27.0619,56.98,78,45,4.32,scattered clouds
650,Bilma,NE,18.6853,12.9164,81.39,8,0,9.19,clear sky
651,Pisco,PE,-13.7,-76.2167,66.2,82,0,8.05,clear sky
652,Wani,IN,20.0667,78.95,89.69,25,41,6.31,scattered clouds
653,College,US,64.8569,-147.8028,46.4,46,75,3.02,broken clouds
654,Agucadoura,PT,41.4318,-8.7804,60.01,88,0,6.91,clear sky
655,Nhulunbuy,AU,-12.2333,136.7667,87.8,55,20,10.36,few clouds
656,Kendal,GB,54.3268,-2.7476,35.01,85,4,3.31,clear sky
657,Tijuana,MX,32.5333,-117.0167,57.0,67,40,14.97,scattered clouds
658,Srednekolymsk,RU,67.45,153.6833,17.11,68,12,8.41,few clouds
659,Waw,SS,7.7029,27.9953,78.15,31,8,4.34,clear sky
660,Kudahuvadhoo,MV,2.6708,72.8944,82.63,64,95,7.25,overcast clouds
661,Kinablangan,PH,7.6947,126.5503,83.7,70,100,4.92,overcast clouds
662,Nacala,MZ,-14.5428,40.6728,70.66,96,92,7.78,light rain
663,Nouakchott,MR,18.0858,-15.9785,73.4,53,100,18.41,overcast clouds
664,Ende,ID,-8.8432,121.6623,85.55,57,29,4.83,scattered clouds
665,Deputatskiy,RU,69.3,139.9,0.25,90,99,4.29,overcast clouds
666,Honiara,SB,-9.4333,159.95,83.59,79,83,3.13,broken clouds
